category,pub_name,pub_link,author,launch_date,num_subs,sub_rate,top_paid
Business,Creative Startups,https://creativestartups.substack.com/?utm_source=discover,,4 months ago,,,False
Business,Strategy in Praxis,https://strategyinpraxis.substack.com/?utm_source=discover,JP Castlin,3 months ago,,,False
Business,Dmitri Sarle @ Weekly Action,https://newsletter.weeklyaction.club/?utm_source=discover,Dmitri @ Weekly Action,6 months ago,,,False
Business,ToMorrow's View,https://tomorrowsview.substack.com/?utm_source=discover,Scott Morrow,a year ago,,,False
Business,Observations by Travis Hubbard,https://travishubbard.substack.com/?utm_source=discover,,9 months ago,,,False
Business,Marš!,https://sulik.substack.com/?utm_source=discover,Marek Šulik,5 months ago,,,False
Business,Practical Prospecting by Jed Mahrle,https://jed.substack.com/?utm_source=discover,,a year ago,,,False
Business,Kanahoma,https://kanahoma.substack.com/?utm_source=discover,Seth Odell,8 months ago,,,False
Business,"The CMO Journal, by Sairam Krishnan",https://thecmojournal.substack.com/?utm_source=discover,,a year ago,,,False
Business,Board Members,https://boardmembers.substack.com/?utm_source=discover,Flavie 🤟 Workitude,6 months ago,,,False
Business,Innoley,https://innoley.substack.com/?utm_source=discover,Magdalena Germano y Ramiro Gandur,7 months ago,,,False
Business,Anything Different,https://zander.substack.com/?utm_source=discover,Zander Nethercutt,a year ago,,,False
Business,Social CLE,https://freecletexas.substack.com/?utm_source=discover,Abdul Farukhi,a year ago,,,False
Business,Mister Editorial,https://mistereditorial.substack.com/?utm_source=discover,Shaun Randol,a year ago,,,False
Business,Bitesized,https://bitesizednews.substack.com/?utm_source=discover,,4 months ago,,,False
Business,Must Reads Newsletter 📧 - By Danny Denhard,https://mustreads.substack.com/?utm_source=discover,,3 years ago,,,False
Business,Getting Shots Up,https://gettingshotsup.com/?utm_source=discover,Mike Wilner,2 years ago,,,False
Business,Jeff Hilimire's Begin the Begin Newsletter,https://jeffhilimire.substack.com/?utm_source=discover,,4 months ago,,,False
Business,Stronger Together - by Ireland Together,https://irelandtogether.substack.com/?utm_source=discover,,2 months ago,,,False
Business,YoungMinds.Amsterdam,https://youngmindsamsterdam.substack.com/?utm_source=discover,Jonge Geesten®,2 months ago,,,False
Business,52,https://cinquantedeux.substack.com/?utm_source=discover,Vincent Simon,4 months ago,,,False
Business,Cloout,https://cloout.substack.com/?utm_source=discover,,a year ago,,,False
Business,MKT1 Newsletter,https://mkt1.substack.com/?utm_source=discover,Kramer & Kathleen of MKT1,6 months ago,,,False
Business,How the Fxck,https://howthefxck.substack.com/?utm_source=discover,Ben Goodey,9 months ago,,,False
Business,Sathish’s Newsletter,https://sathishbala.substack.com/?utm_source=discover,Sathish Bala,a month ago,,,False
Business,REVERB,https://beauphillips.substack.com/?utm_source=discover,Beau Phillips,2 years ago,,,False
Business,Canopy Community,https://canopycommunity.substack.com/?utm_source=discover,,7 months ago,,,False
Business,The Indian Dream,https://trends.theindiandream.in/?utm_source=discover,,10 months ago,,,False
Business,Makeshift Mobility,https://makeshiftmobility.substack.com/?utm_source=discover,Benjie de la Peña,a year ago,,,False
Business,The Banking & Insurance Journal,https://bankingweekly.substack.com/?utm_source=discover,The B&I Journal,5 months ago,,,False
Business,stretch vp weekly,https://stretchvp.substack.com/?utm_source=discover,,a year ago,,,False
Business,Ideas soberanas,https://soberania.substack.com/?utm_source=discover,Muloko,6 months ago,,,False
Business,The NileView,https://sherifkamel.substack.com/?utm_source=discover,Sherif Kamel,a year ago,,,False
Business,"The Creativity, Education, and Leadership Newsletter",https://benbo.substack.com/?utm_source=discover,Ben Guest,3 months ago,,,False
Business,Ideas in Progress,https://crystalwilliams.substack.com/?utm_source=discover,Crystal Williams,7 months ago,,,False
Business,The Growth Report,https://www.growthreport.ch/?utm_source=discover,Sandro Meyer,a year ago,,,False
Business,Alex's blog,https://neargenius.substack.com/?utm_source=discover,Alex Burlingame,3 months ago,,,False
Business,The Creator Economy by Ollie Forsyth,https://ollieforsyth.substack.com/?utm_source=discover,,10 months ago,,,False
Business,ProductiveGrowth,https://productivegrowth.substack.com/?utm_source=discover,Steve Morin,a year ago,,,False
Business,Équipe de Choc,https://equipedechoc.substack.com/?utm_source=discover,Matthieu et Cassandre,5 months ago,,,False
Business,The Go Getter,https://thegogetter.substack.com/?utm_source=discover,Sean Ryan,9 months ago,,,False
Business,"Innovation Included, by First Founders Inc.",https://firstfounders.substack.com/?utm_source=discover,First Founders Team,8 months ago,,,False
Business,Behind the Business with Oluremi,https://oluremi.substack.com/?utm_source=discover,,a year ago,,,False
Business,Yashar's Newsletter,https://yasharnejati.substack.com/?utm_source=discover,Yashar Nejati,2 years ago,,,False
Business,Appellate Happenings,https://appeals.substack.com/?utm_source=discover,Ben Reese,a month ago,,,False
Business,MD&A,https://philo.substack.com/?utm_source=discover,Philo,a year ago,,,False
Business,Goodfellaws,https://goodfellaws.substack.com/?utm_source=discover,Jérémy Dumez,4 months ago,,,False
Business,The Understory,https://theunderstory.substack.com/?utm_source=discover,,a year ago,,,False
Business,The Ask.,https://theask.substack.com/?utm_source=discover,Ellen Donnelly,a year ago,,,False
Business,The Sleepout Post,https://sleepout.substack.com/?utm_source=discover,,4 months ago,,,False
Business,Dragos’s Newsletter,https://dragosnicolaescu.substack.com/?utm_source=discover,Dragos Nicolaescu,2 months ago,,,False
Business,How I Lawyer,https://howilawyer.substack.com/?utm_source=discover,Jonah Perlin,10 months ago,,,False
Business,Xeno Pulse,https://xenopulse.substack.com/?utm_source=discover,Ashad Hassan,a year ago,,,False
Business,The Lantern,https://thelantern.substack.com/?utm_source=discover,Prasad Deshpande,a year ago,,,False
Business,Entrepreneur Office Hours,https://aarondinin.substack.com/?utm_source=discover,Aaron Dinin,7 months ago,,,False
Business,Influencer Marketing Academy,https://influencermarketingacademy.substack.com/?utm_source=discover,Philip Brown,9 months ago,,,False
Business,Second Mountain Startup by Ryan Vaughn,https://www.secondmountainstartup.com/?utm_source=discover,,9 months ago,,,False
Business,Next Level Leadership,https://adamjwalker.substack.com/?utm_source=discover,Adam J. Walker,4 months ago,,,False
Business,SHUBHAM’s Newsletter,https://www.shubhambapna.com/?utm_source=discover,SHUBHAM BAPNA,3 months ago,,,False
Business,How I Got Here,https://howigothere.substack.com/?utm_source=discover,,a year ago,,,False
Business,Steroids For Your Brain 🧠,https://andrewmitson.substack.com/?utm_source=discover,Andrew,4 months ago,,,False
Business,Makoism,https://www.makoism.com/?utm_source=discover,Steve Makofsky,a year ago,,,False
Business,Subomi's Newsletter,https://subomi.substack.com/?utm_source=discover,Subomi Odanye,6 months ago,,,False
Business,Ideas Untrapped,https://www.ideasuntrapped.com/?utm_source=discover,,2 years ago,,,False
Business,The Velocity Factor,https://www.thevelocityfactor.com/?utm_source=discover,Ben Stroup,7 months ago,,,False
Business,NPC Healthbiz Weekly,https://healthbiz.substack.com/?utm_source=discover,Skin Spectrum Weekly,9 months ago,,,False
Business,The Backpack Show,https://backpackshow.substack.com/?utm_source=discover,Chris Brogan,9 months ago,,,False
Business,Meeting of the Minds,https://motm.substack.com/?utm_source=discover,Jared Kleinert,a year ago,,,False
Business,Always Invested,https://alwaysinvested.substack.com/?utm_source=discover,Cade Invests,7 months ago,,,False
Business,The World's Best Newsletter by Katie Martell,https://katiemartell.substack.com/?utm_source=discover,,9 months ago,,,False
Business,My Pharma Reviews,https://mypharmareviews.substack.com/?utm_source=discover,Salil Kallianpur,2 months ago,,,False
Business,Future of the Law,https://futureofthelaw.substack.com/?utm_source=discover,Suhas Baliga,4 months ago,,,False
Finance,Grit Capital,https://gritcapital.substack.com/?utm_source=discover,Genevieve Roch-Decter,9 months ago,,,False
Finance,Klever News,https://news.klever.io/?utm_source=discover,,10 months ago,,,False
Finance,Rarible Newsletter,https://rarible.substack.com/?utm_source=discover,,8 months ago,,,False
Finance,Long-Term Mindset by Brian Feroldi,https://brianferoldi.substack.com/?utm_source=discover,,8 months ago,,,False
Finance,Hot Stocks,https://www.hotstocks.news/?utm_source=discover,,4 months ago,,,False
Finance,SPAC Track,https://spactrack.substack.com/?utm_source=discover,,4 months ago,,,False
Finance,An Allegory of Finance,https://sahilbloom.substack.com/?utm_source=discover,Sahil Bloom,10 months ago,,,False
Finance,Pitch Reviews,https://www.kitun.com/?utm_source=discover,Scott Kitun,a year ago,,,False
Finance,Bitcoin On-Chain Updates by Will,https://btcbywc3.substack.com/?utm_source=discover,William Clemente III,13 days ago,,,False
Finance,Dave Wilson's Chart of the Day,https://theonedave.substack.com/?utm_source=discover,David Wilson,4 months ago,,,False
Finance,The Daily Gwei,https://thedailygwei.substack.com/?utm_source=discover,Anthony Sassano,a year ago,,,False
Finance,The Leonard Letter,https://robertleonard.substack.com/?utm_source=discover,Robert Leonard,3 months ago,,,False
Finance,Wendy’s Whitepaper,https://cryptowendyo.substack.com/?utm_source=discover,Crypto Wendy O,3 months ago,,,False
Finance,Ecoinometrics,https://ecoinometrics.substack.com/?utm_source=discover,,a year ago,,,False
Finance,Espresso,https://jarvislabs.substack.com/?utm_source=discover,,3 months ago,,,False
Finance,CryptoSlate,https://cryptoslate.substack.com/?utm_source=discover,Zenzio Incorporated,2 years ago,,,False
Finance,Coin Metrics' State of the Network,https://coinmetrics.substack.com/?utm_source=discover,,2 years ago,,,False
Finance,The Finance Memo - النشرة المالية,https://thefinancememo.substack.com/?utm_source=discover,,4 months ago,,,False
Finance,Concoda,https://concoda.substack.com/?utm_source=discover,,2 years ago,,,False
Finance,Our Network,https://ournetwork.substack.com/?utm_source=discover,Spencer Noon,2 years ago,,,False
Finance,The YEET,https://theyeet.substack.com/?utm_source=discover,Editor,2 months ago,,,False
Finance,EthHub,https://ethhub.substack.com/?utm_source=discover,Anthony Sassano,2 years ago,,,False
Finance,Rational Reflections,https://rationalreflections.substack.com/?utm_source=discover,The Rational Walk,7 months ago,,,False
Finance,DeFiToday,https://defitoday.substack.com/?utm_source=discover,DeFi Today,10 months ago,,,False
Finance,This Week in DeFi,https://thisweekindefi.substack.com/?utm_source=discover,DeFi Rate,a year ago,,,False
Finance,Cardano Dan’s Newsletter,https://cardanodan.substack.com/?utm_source=discover,,3 months ago,,,False
Finance,The Macro Mail,https://themacromail.substack.com/?utm_source=discover,,7 months ago,,,False
Finance,Mindset Value,https://mindsetvalue.substack.com/?utm_source=discover,Aaron Edelheit,10 months ago,,,False
Finance,Investir Melhor,https://foconomilhao.substack.com/?utm_source=discover,Foco no Milhão,3 months ago,,,False
Finance,The Myth of Money by Tatiana Koffman 🚀,https://mythofmoney.substack.com/?utm_source=discover,Tatiana Koffman,3 years ago,,,False
Finance,Crypto.com Research,https://cryptocomresearch.substack.com/?utm_source=discover,,6 months ago,,,False
Finance,Arete’s Newsletter,https://arete753.substack.com/?utm_source=discover,Arete Trading 💵,6 months ago,,,False
Finance,Market Sum,https://marketsum.substack.com/?utm_source=discover,,7 months ago,,,False
Finance,Integral Resistance,https://integral.substack.com/?utm_source=discover,ProfessorJEY,a month ago,,,False
Finance,CoinStack,https://coinstack.substack.com/?utm_source=discover,Ryan Allis,4 months ago,,,False
Finance,Front Month,https://frontmonth.substack.com/?utm_source=discover,Hide Not Slide,8 months ago,,,False
Finance,Stephen Elliott's Self Help Newsletter,https://stephenstack.substack.com/?utm_source=discover,,4 months ago,,,False
Finance,@Bloqport,https://bloqport.substack.com/?utm_source=discover,,a year ago,,,False
Finance,Today in DeFi,https://todayindefi.substack.com/?utm_source=discover,,10 months ago,,,False
Finance,Legal by design,https://criscarrascosa.substack.com/?utm_source=discover,Cris Carrascosa ⚡️,3 months ago,,,False
Finance,Co/Report,https://coinvestorclub.substack.com/?utm_source=discover,Co/Investor Club,4 months ago,,,False
Finance,Cryptocurrency Jobs,https://cryptocurrencyjobs.substack.com/?utm_source=discover,Daniel,2 years ago,,,False
Finance,In Bitcoin We Trust Newsletter,https://inbitcoinwetrust.substack.com/?utm_source=discover,Sylvain Saurel,a year ago,,,False
Finance,OPM Wars,https://opmwars.substack.com/?utm_source=discover,,2 years ago,,,False
Finance,subSPAC,https://subspac.substack.com/?utm_source=discover,Bill SPACman 📈,5 months ago,,,False
Finance,Reverse Split Arbitrage,https://reversesplit.substack.com/?utm_source=discover,,6 months ago,,,False
Finance,MacroMarketsDaily,https://www.macromarketsdaily.com/?utm_source=discover,,7 months ago,,,False
Finance,Known Unknowns,https://allisonschrager.substack.com/?utm_source=discover,Allison Schrager,2 months ago,,,False
Finance,Like What you see? Subscribe for Updates.,https://coingape.substack.com/?utm_source=discover,CoinGape,2 years ago,,,False
Finance,Lever Up Newsletter,https://levertfup.substack.com/?utm_source=discover,Lever Up!,a year ago,,,False
Finance,DeFi Slate,https://defislate.substack.com/?utm_source=discover,,a year ago,,,False
Finance,BanklessFR,https://banklessfr.substack.com/?utm_source=discover,,a year ago,,,False
Finance,ESG on a Sunday,https://esgonasunday.substack.com/?utm_source=discover,,a year ago,,,False
Finance,Reserve Report,https://reservereport.substack.com/?utm_source=discover,,2 years ago,,,False
Finance,The Valkyrie,https://valkyrie.substack.com/?utm_source=discover,,8 months ago,,,False
Finance,Causal Inference: the Remix,https://causalinf.substack.com/?utm_source=discover,scott cunningham,2 months ago,,,False
Finance,work futures,https://workfutures.substack.com/?utm_source=discover,Stowe Boyd,3 years ago,,,False
